clarkbw,jest-localstorage-mock,https://github.com/clarkbw/jest-localstorage-mock.git
kura,ghastly,https://github.com/kura/ghastly.git
raulriera,TextFieldEffects,https://github.com/raulriera/TextFieldEffects.git
xCss,Valine,https://github.com/xCss/Valine.git
paramaggarwal,react-dropzone,https://github.com/paramaggarwal/react-dropzone.git
Daltron,NotificationBanner,https://github.com/Daltron/NotificationBanner.git
strongloop,loopback-faq-user-management,https://github.com/strongloop/loopback-faq-user-management.git
ropensci,screencasts,https://github.com/ropensci/screencasts.git
getinsomnia,insomnia,https://github.com/getinsomnia/insomnia.git
giulio92,GLExtendedWebView,https://github.com/giulio92/GLExtendedWebView.git
PowerShell,xDismFeature,https://github.com/PowerShell/xDismFeature.git
fszlin,certes,https://github.com/fszlin/certes.git
LanikSJ,ubo-filters,https://github.com/LanikSJ/ubo-filters.git
dowjones,react-dropdown-tree-select,https://github.com/dowjones/react-dropdown-tree-select.git
PowerShell,xFirefox,https://github.com/PowerShell/xFirefox.git
alexanderepstein,Bash-Snippets,https://github.com/alexanderepstein/Bash-Snippets.git
Moya,Moya,https://github.com/Moya/Moya.git
spotify,luigi,https://github.com/spotify/luigi.git
spotify,docker-maven-plugin,https://github.com/spotify/docker-maven-plugin.git
PowerShell,xDhcpServer,https://github.com/PowerShell/xDhcpServer.git
BillyBlaze,OctoPrint-TouchUI,https://github.com/BillyBlaze/OctoPrint-TouchUI.git
monterail,vue-multiselect,https://github.com/monterail/vue-multiselect.git
cucumber,cucumber-ruby,https://github.com/cucumber/cucumber-ruby.git
pages-themes,slate,https://github.com/pages-themes/slate.git
nteract,composition,https://github.com/nteract/composition.git
feathersjs,feathers-sequelize,https://github.com/feathersjs/feathers-sequelize.git
agrc,agrc.github.io,https://github.com/agrc/agrc.github.io.git
LinioIT,queue,https://github.com/LinioIT/queue.git
bortek,EZ-WifiBroadcast,https://github.com/bortek/EZ-WifiBroadcast.git
lildude,phpSmug,https://github.com/lildude/phpSmug.git
framework7io,Framework7,https://github.com/framework7io/Framework7.git
wix,react-native-navigation,https://github.com/wix/react-native-navigation.git
obiba,jennite,https://github.com/obiba/jennite.git
pathawks,Jekyll-CMark,https://github.com/pathawks/Jekyll-CMark.git
RasaHQ,rasa_core,https://github.com/RasaHQ/rasa_core.git
stoelzle,pdfify-node,https://github.com/stoelzle/pdfify-node.git
codl,forget,https://github.com/codl/forget.git
cherrypy,cheroot,https://github.com/cherrypy/cheroot.git
Laravel-Backpack,crud,https://github.com/Laravel-Backpack/crud.git
express-labs,pure-react-carousel,https://github.com/express-labs/pure-react-carousel.git
martincostello,credit-card-splitter,https://github.com/martincostello/credit-card-splitter.git
xt0rted,Nancy.Validation.DataAnnotations.Extensions,https://github.com/xt0rted/Nancy.Validation.DataAnnotations.Extensions.git
standard,standard,https://github.com/standard/standard.git
coreos,clair,https://github.com/coreos/clair.git
obiba,mica2,https://github.com/obiba/mica2.git
kura,kura.io,https://github.com/kura/kura.io.git
zooniverse,Panoptes-Front-End,https://github.com/zooniverse/Panoptes-Front-End.git
PlagueHO,cDFS,https://github.com/PlagueHO/cDFS.git
poooi,poi,https://github.com/poooi/poi.git
SlvrEagle23,AzuraCast,https://github.com/SlvrEagle23/AzuraCast.git
meetfranz,franz,https://github.com/meetfranz/franz.git
